de [mm],g [mm],Nn [],Nc [],Force1.Force_y [kNewton]
27,1,20,24,-73.18738983
27,1,20,26,-75.021533
27,1,20,28,-76.55605002
27,0.3,21,14,-83.51280862
27,0.3,21,16,-85.38801633
27,0.3,21,18,-86.97499008
27,0.3,21,20,-88.28778991
27,0.3,21,22,-89.50575325
27,0.3,21,24,-90.52288941
27,0.3,21,26,-91.53600943
27,0.3,21,28,-92.41598962
27,0.4,21,14,-80.31366782
27,0.4,21,16,-82.50448716
27,0.4,21,18,-84.36540384
27,0.4,21,20,-85.83122476
27,0.4,21,22,-87.10308924
27,0.4,21,24,-88.34580798
27,0.4,21,26,-89.35217177
27,0.4,21,28,-90.30370565
27,0.5,21,14,-76.94477013
27,0.5,21,16,-79.6191758
27,0.5,21,18,-81.70109258
27,0.5,21,20,-83.32854181
27,0.5,21,22,-84.8344978
27,0.5,21,24,-86.10000693
27,0.5,21,26,-87.20806543
27,0.5,21,28,-88.15995985
27,0.6,21,14,-73.24755741
27,0.6,21,16,-76.53608695
27,0.6,21,18,-78.96618589
27,0.6,21,20,-80.88492509
27,0.6,21,22,-82.52138296
27,0.6,21,24,-83.84864441
27,0.6,21,26,-85.06084526
27,0.6,21,28,-86.11573871
27,0.7,21,14,-69.18198138
27,0.7,21,16,-73.22853965
27,0.7,21,18,-76.1102027
27,0.7,21,20,-78.34285348
27,0.7,21,22,-80.20054007
27,0.7,21,24,-81.60056936
27,0.7,21,26,-82.91644992
27,0.7,21,28,-84.11549888
27,0.8,21,14,-64.73399364
27,0.8,21,16,-69.60241466
27,0.8,21,18,-73.11417154
27,0.8,21,20,-75.71664682
27,0.8,21,22,-77.75195275
27,0.8,21,24,-79.33216175
27,0.8,21,26,-80.75865626
27,0.8,21,28,-82.04532857
27,0.9,21,14,-60.15333198
27,0.9,21,16,-65.68526198
27,0.9,21,18,-69.88762994
27,0.9,21,20,-72.91995021
27,0.9,21,22,-75.16371744
27,0.9,21,24,-76.97086656
27,0.9,21,26,-78.59363146
27,0.9,21,28,-79.97213979
27,1,21,14,-55.45959671
27,1,21,16,-61.5603961
27,1,21,18,-66.38608564
27,1,21,20,-70.03104364
27,1,21,22,-72.64117023
27,1,21,24,-74.65875639
27,1,21,26,-76.42529231
27,1,21,28,-77.89060484
31,0.3,14,14,-84.28962756
31,0.3,14,16,-87.42135969
31,0.3,14,18,-89.87901684
31,0.3,14,20,-91.81874913
31,0.3,14,22,-93.44064655
31,0.3,14,24,-94.74154621
31,0.3,14,26,-95.90583433
31,0.3,14,28,-96.97517952
31,0.4,14,14,-78.4561215
31,0.4,14,16,-82.39464151
31,0.4,14,18,-85.52580761
31,0.4,14,20,-87.95325008
31,0.4,14,22,-89.9283939
31,0.4,14,24,-91.54376816
31,0.4,14,26,-92.89906753
31,0.4,14,28,-94.12838147
31,0.5,14,14,-72.2102914
31,0.5,14,16,-76.91335517
31,0.5,14,18,-80.70505299
31,0.5,14,20,-83.8227963
31,0.5,14,22,-86.18176591
31,0.5,14,24,-88.17263559
31,0.5,14,26,-89.81509438
31,0.5,14,28,-91.20321285
31,0.6,14,14,-65.41980648
31,0.6,14,16,-71.14577704
31,0.6,14,18,-75.6170012
31,0.6,14,20,-79.33297954
31,0.6,14,22,-82.14467652
31,0.6,14,24,-84.51477872
31,0.6,14,26,-86.53962284
31,0.6,14,28,-88.17305696
31,0.7,14,14,-58.03727893
31,0.7,14,16,-64.9659583
31,0.7,14,18,-70.20302638
31,0.7,14,20,-74.4513707
31,0.7,14,22,-77.88427571
31,0.7,14,24,-80.83688995
31,0.7,14,26,-83.06365053
31,0.7,14,28,-84.99704223
31,0.8,14,14,-50.36568329
31,0.8,14,16,-58.28970379
31,0.8,14,18,-64.54529246
31,0.8,14,20,-69.39762043
31,0.8,14,22,-73.30152711
31,0.8,14,24,-76.64539545
31,0.8,14,26,-79.35103026
31,0.8,14,28,-81.63661682
31,0.9,14,14,-42.34685271
31,0.9,14,16,-51.51692458
31,0.9,14,18,-58.45803781
31,0.9,14,20,-64.21421947
31,0.9,14,22,-68.69537974
31,0.9,14,24,-72.33253232
31,0.9,14,26,-75.3886531
31,0.9,14,28,-78.06153532
31,1,14,14,-35.15589179
31,1,14,16,-44.52170577
31,1,14,18,-52.40671314
31,1,14,20,-58.63723591
31,1,14,22,-63.81922426
31,1,14,24,-68.06062095
31,1,14,26,-71.31286002
31,1,14,28,-74.32183648
31,0.3,15,14,-86.3903316
31,0.3,15,16,-89.38412607
31,0.3,15,18,-91.66224612
31,0.3,15,20,-93.45619634
31,0.3,15,22,-94.98661399
31,0.3,15,24,-96.28187556
31,0.3,15,26,-97.40675336
31,0.3,15,28,-98.42386031
31,0.4,15,14,-80.97838943
31,0.4,15,16,-84.71776766
31,0.4,15,18,-87.77643542
31,0.4,15,20,-89.90871602
31,0.4,15,22,-91.73418755
31,0.4,15,24,-93.23003628
31,0.4,15,26,-94.50135848
31,0.4,15,28,-95.7108531
31,0.5,15,14,-75.11191819
31,0.5,15,16,-79.63903258
31,0.5,15,18,-83.25768911
31,0.5,15,20,-86.08542072
31,0.5,15,22,-88.3357824
31,0.5,15,24,-90.08022118
31,0.5,15,26,-91.58843838
31,0.5,15,28,-92.89755911
31,0.6,15,14,-68.86399653
31,0.6,15,16,-74.18636653
31,0.6,15,18,-78.45419355
31,0.6,15,20,-81.94267872
31,0.6,15,22,-84.66529508
31,0.6,15,24,-86.79035791
31,0.6,15,26,-88.54648111
31,0.6,15,28,-90.08296281
31,0.7,15,14,-62.13584408
31,0.7,15,16,-68.54382519
31,0.7,15,18,-73.486538
31,0.7,15,20,-77.58212111
31,0.7,15,22,-80.85404514
31,0.7,15,24,-83.44317655
31,0.7,15,26,-85.43658314
31,0.7,15,28,-87.16936665
31,0.8,15,14,-54.94358243
31,0.8,15,16,-62.41764001
31,0.8,15,18,-68.27950063
31,0.8,15,20,-72.76508793
31,0.8,15,22,-76.6012068
31,0.8,15,24,-79.70159296
31,0.8,15,26,-82.08729835
31,0.8,15,28,-84.14726312
31,0.9,15,14,-47.49943638
31,0.9,15,16,-55.99218631
31,0.9,15,18,-62.72100149
31,0.9,15,20,-67.94226759
31,0.9,15,22,-72.08388473
31,0.9,15,24,-75.60274572
31,0.9,15,26,-78.55798278
31,0.9,15,28,-80.95192694
31,1,15,14,-40.12176181
31,1,15,16,-49.52638715
31,1,15,18,-56.86751648
31,1,15,20,-62.90143934
31,1,15,22,-67.62384508
31,1,15,24,-71.5124443
31,1,15,26,-74.77251579
31,1,15,28,-77.61801729
31,0.3,16,14,-88.27325396
31,0.3,16,16,-91.0311737
31,0.3,16,18,-93.22095976
31,0.3,16,20,-94.94802061
31,0.3,16,22,-96.5014392
31,0.3,16,24,-97.62632731
31,0.3,16,26,-98.78601085
31,0.3,16,28,-99.71353558
31,0.4,16,14,-83.25201113
31,0.4,16,16,-86.82462101
31,0.4,16,18,-89.50363032
31,0.4,16,20,-91.67877732
31,0.4,16,22,-93.40448705
31,0.4,16,24,-94.77600078
31,0.4,16,26,-96.04480708
31,0.4,16,28,-97.13920774
31,0.5,16,14,-77.74543359
31,0.5,16,16,-82.12504491
31,0.5,16,18,-85.52268474
31,0.5,16,20,-88.15073884
31,0.5,16,22,-90.31639082
31,0.5,16,24,-91.83200863
31,0.5,16,26,-93.27737611
31,0.5,16,28,-94.52847851
31,0.6,16,14,-71.88787534
31,0.6,16,16,-77.01933311
31,0.6,16,18,-81.08751395
31,0.6,16,20,-84.36495889
31,0.6,16,22,-86.84350462
31,0.6,16,24,-88.74725854
31,0.6,16,26,-90.38315142
31,0.6,16,28,-91.81001774
31,0.7,16,14,-65.72636484
31,0.7,16,16,-71.66406809
31,0.7,16,18,-76.38760722
31,0.7,16,20,-80.21169089
31,0.7,16,22,-83.25689177
31,0.7,16,24,-85.80921091
31,0.7,16,26,-87.72308644
31,0.7,16,28,-89.10361134
31,0.8,16,14,-58.95987954
31,0.8,16,16,-66.07560713
31,0.8,16,18,-71.43698854
31,0.8,16,20,-75.84487828
31,0.8,16,22,-79.37699444
31,0.8,16,24,-82.34976953
31,0.8,16,26,-84.51562341
31,0.8,16,28,-86.3224746
31,0.9,16,14,-52.04844689
31,0.9,16,16,-60.05491189
31,0.9,16,18,-66.36237605
31,0.9,16,20,-71.19880259
31,0.9,16,22,-75.22564245
31,0.9,16,24,-78.68068803
31,0.9,16,26,-81.3598796
31,0.9,16,28,-83.43555563
31,1,16,14,-44.98230867
31,1,16,16,-53.93523935
31,1,16,18,-60.98254637
31,1,16,20,-66.57915685
31,1,16,22,-70.94446851
31,1,16,24,-74.71196126
31,1,16,26,-77.79920313
31,1,16,28,-80.36495047
31,0.3,17,14,-89.94687139
31,0.3,17,16,-92.56823096
31,0.3,17,18,-94.61511673
31,0.3,17,20,-96.29678656
31,0.3,17,22,-97.69655942
31,0.3,17,24,-98.92984643
31,0.3,17,26,-99.99034503
31,0.3,17,28,-101.0628192
31,0.4,17,14,-85.29572567
31,0.4,17,16,-88.65136311
31,0.4,17,18,-91.17322177
31,0.4,17,20,-93.18487121
31,0.4,17,22,-94.79109645
31,0.4,17,24,-96.19670187
31,0.4,17,26,-97.37179905
31,0.4,17,28,-98.45275654
31,0.5,17,14,-80.17017818
31,0.5,17,16,-84.33143697
31,0.5,17,18,-87.45862241
31,0.5,17,20,-89.92315287
31,0.5,17,22,-91.83806256
31,0.5,17,24,-93.37100405
31,0.5,17,26,-94.73890259
31,0.5,17,28,-95.91259973
31,0.6,17,14,-74.68390186
31,0.6,17,16,-79.59705526
31,0.6,17,18,-83.41126283
31,0.6,17,20,-86.41702911
31,0.6,17,22,-88.715023
31,0.6,17,24,-90.49879585
31,0.6,17,26,-92.1296897
31,0.6,17,28,-93.41674222
31,0.7,17,14,-68.86780535
31,0.7,17,16,-74.53432447
31,0.7,17,18,-79.08792189
31,0.7,17,20,-82.69176174
31,0.7,17,22,-85.44057626
31,0.7,17,24,-87.58723604
31,0.7,17,26,-89.42569509
31,0.7,17,28,-90.81705008
31,0.8,17,14,-62.62777038
31,0.8,17,16,-69.26856104
31,0.8,17,18,-74.38542586
31,0.8,17,20,-78.61254227
31,0.8,17,22,-81.88754901
31,0.8,17,24,-84.49167299
31,0.8,17,26,-86.63193807
31,0.8,17,28,-88.22473983
31,0.9,17,14,-56.02641395
31,0.9,17,16,-63.76917655
31,0.9,17,18,-69.57932208
31,0.9,17,20,-74.41378589
31,0.9,17,22,-78.09706293
31,0.9,17,24,-81.15390586
31,0.9,17,26,-83.55839393
31,0.9,17,28,-85.54083756
31,1,17,14,-49.4120701
31,1,17,16,-57.9083024
31,1,17,18,-64.663559
31,1,17,20,-69.88549227
31,1,17,22,-74.0787192
31,1,17,24,-77.58607256
31,1,17,26,-80.55129857
31,1,17,28,-82.75929018
31,0.3,18,14,-91.44408715
31,0.3,18,16,-93.86535958
31,0.3,18,18,-95.85388849
31,0.3,18,20,-97.50134624
31,0.3,18,22,-98.89973103
31,0.3,18,24,-100.1141532
31,0.3,18,26,-101.1578503
31,0.3,18,28,-102.1637445
31,0.4,18,14,-87.14855678
31,0.4,18,16,-90.26091638
31,0.4,18,18,-92.60933996
31,0.4,18,20,-94.52951579
31,0.4,18,22,-96.12112406
31,0.4,18,24,-97.47559006
31,0.4,18,26,-98.65648952
31,0.4,18,28,-99.7348527
31,0.5,18,14,-82.37395808
31,0.5,18,16,-86.3004251
31,0.5,18,18,-89.19092331
31,0.5,18,20,-91.4550532
31,0.5,18,22,-93.27591196
31,0.5,18,24,-94.80105899
31,0.5,18,26,-96.13790612
31,0.5,18,28,-97.30559354
31,0.6,18,14,-77.21038865
31,0.6,18,16,-81.8966073
31,0.6,18,18,-85.51619378
31,0.6,18,20,-88.22417197
31,0.6,18,22,-90.36905991
31,0.6,18,24,-92.0603094
31,0.6,18,26,-93.64319848
31,0.6,18,28,-94.86876178
31,0.7,18,14,-71.70242631
31,0.7,18,16,-77.17684148
31,0.7,18,18,-81.50116185
31,0.7,18,20,-84.82885962
31,0.7,18,22,-87.43378763
31,0.7,18,24,-89.3126819
31,0.7,18,26,-91.0541195
31,0.7,18,28,-92.4532365
31,0.8,18,14,-65.92170844
31,0.8,18,16,-72.16922287
31,0.8,18,18,-77.1271613
31,0.8,18,20,-81.11029901
31,0.8,18,22,-84.22243376
31,0.8,18,24,-86.43607173
31,0.8,18,26,-88.39960531
31,0.8,18,28,-89.93528616
31,0.9,18,14,-59.7009007
31,0.9,18,16,-67.02162353
31,0.9,18,18,-72.53167512
31,0.9,18,20,-77.06318588
31,0.9,18,22,-80.73240454
31,0.9,18,24,-83.37187582
31,0.9,18,26,-85.66512228
31,0.9,18,28,-87.39125754
31,1,18,14,-53.38343773
31,1,18,16,-61.59038527
31,1,18,18,-67.86677393
31,1,18,20,-72.80642048
31,1,18,22,-76.94466078
31,1,18,24,-80.15043047
31,1,18,26,-82.74071258
31,1,18,28,-84.8036277
31,0.3,19,14,-92.7801672
31,0.3,19,16,-95.16457873
31,0.3,19,18,-97.04209159
31,0.3,19,20,-98.67019115
31,0.3,19,22,-99.99115874
31,0.3,19,24,-101.1978611
31,0.3,19,26,-102.2690063
31,0.3,19,28,-103.2828378
31,0.4,19,14,-88.78780711
31,0.4,19,16,-91.72551447
31,0.4,19,18,-93.94845379
31,0.4,19,20,-95.79680703
31,0.4,19,22,-97.2907585
31,0.4,19,24,-98.69187544
31,0.4,19,26,-99.84315226
31,0.4,19,28,-100.9220599
31,0.5,19,14,-84.37660926
31,0.5,19,16,-88.07248608
31,0.5,19,18,-90.71527326
31,0.5,19,20,-92.82519232
31,0.5,19,22,-94.59082241
31,0.5,19,24,-96.09254346
31,0.5,19,26,-97.39070208
31,0.5,19,28,-98.57564288
31,0.6,19,14,-79.57388161
31,0.6,19,16,-84.04089358
31,0.6,19,18,-87.31568801
31,0.6,19,20,-89.88459649
31,0.6,19,22,-91.77574862
31,0.6,19,24,-93.50336634
31,0.6,19,26,-94.93450664
31,0.6,19,28,-96.22164855
31,0.7,19,14,-74.35965068
31,0.7,19,16,-79.64919508
31,0.7,19,18,-83.62385906
31,0.7,19,20,-86.72664781
31,0.7,19,22,-89.08438643
31,0.7,19,24,-90.90665396
31,0.7,19,26,-92.52085392
31,0.7,19,28,-93.89147077
31,0.8,19,14,-68.88949174
31,0.8,19,16,-74.89584708
31,0.8,19,18,-79.61230406
31,0.8,19,20,-83.30618163
31,0.8,19,22,-86.09763236
31,0.8,19,24,-88.15797483
31,0.8,19,26,-90.0333519
31,0.8,19,28,-91.49129289
31,0.9,19,14,-63.120425
31,0.9,19,16,-69.94684544
31,0.9,19,18,-75.30832923
31,0.9,19,20,-79.61060736
31,0.9,19,22,-82.93019147
31,0.9,19,24,-85.32633513
31,0.9,19,26,-87.35606241
31,0.9,19,28,-89.06526599
31,1,19,14,-57.02461295
31,1,19,16,-64.87118592
31,1,19,18,-70.8021687
31,1,19,20,-75.6385539
31,1,19,22,-79.47727828
31,1,19,24,-82.39638905
31,1,19,26,-84.71527774
31,1,19,28,-86.61202139
31,0.3,20,14,-93.98749922
31,0.3,20,16,-96.30390059
31,0.3,20,18,-98.1289561
31,0.3,20,20,-99.69161932
31,0.3,20,22,-101.0529385
31,0.3,20,24,-102.2650986
31,0.3,20,26,-103.3348141
31,0.3,20,28,-104.3671245
31,0.4,20,14,-90.25826633
31,0.4,20,16,-93.04938726
31,0.4,20,18,-95.17252788
31,0.4,20,20,-96.93421031
31,0.4,20,22,-98.43483228
31,0.4,20,24,-99.81838135
31,0.4,20,26,-101.0110801
31,0.4,20,28,-102.0035239
31,0.5,20,14,-86.14723004
31,0.5,20,16,-89.56911086
31,0.5,20,18,-92.10715754
31,0.5,20,20,-94.14236296
31,0.5,20,22,-95.81486838
31,0.5,20,24,-97.35578085
31,0.5,20,26,-98.63555753
31,0.5,20,28,-99.86979846
31,0.6,20,14,-81.63360513
31,0.6,20,16,-85.86808574
31,0.6,20,18,-88.89941163
31,0.6,20,20,-91.24555688
31,0.6,20,22,-93.14612042
31,0.6,20,24,-94.81340973
31,0.6,20,26,-96.2617258
31,0.6,20,28,-97.59516882
31,0.7,20,14,-76.74026646
31,0.7,20,16,-81.78791477
31,0.7,20,18,-85.50306124
31,0.7,20,20,-88.26705504
31,0.7,20,22,-90.64933335
31,0.7,20,24,-92.3508554
31,0.7,20,26,-93.83196143
31,0.7,20,28,-95.30589405
31,0.8,20,14,-71.61183426
31,0.8,20,16,-77.34075909
31,0.8,20,18,-81.81503972
31,0.8,20,20,-85.20023119
31,0.8,20,22,-87.81295525
31,0.8,20,24,-89.71835918
31,0.8,20,26,-91.43506268
31,0.8,20,28,-92.97488169
31,0.9,20,14,-66.15661782
31,0.9,20,16,-72.6667118
31,0.9,20,18,-77.80799704
31,0.9,20,20,-81.82477771
31,0.9,20,22,-84.81811908
31,0.9,20,24,-87.08496245
31,0.9,20,26,-88.98516009
31,0.9,20,28,-90.61063297
31,1,20,14,-60.41893822
31,1,20,16,-67.86042093
31,1,20,18,-73.53997465
31,1,20,20,-78.16683642
31,1,20,22,-81.67154172
31,1,20,24,-84.3653655
31,1,20,26,-86.45509639
31,1,20,28,-88.24488971
31,0.3,21,14,-95.12640839
31,0.3,21,16,-97.32830064
31,0.3,21,18,-99.16791674
31,0.3,21,20,-100.7495668
31,0.3,21,22,-102.0686436
31,0.3,21,24,-103.2816756
31,0.3,21,26,-104.3416553
31,0.3,21,28,-105.3793783
31,0.4,21,14,-91.60873077
31,0.4,21,16,-94.21536341
31,0.4,21,18,-96.28501707
31,0.4,21,20,-98.04796383
31,0.4,21,22,-99.58799054
31,0.4,21,24,-100.9507446
31,0.4,21,26,-102.0788389
31,0.4,21,28,-103.1322052
31,0.5,21,14,-87.81321883
31,0.5,21,16,-90.98063621
31,0.5,21,18,-93.39381154
31,0.5,21,20,-95.33938436
31,0.5,21,22,-96.96727644
31,0.5,21,24,-98.52413
31,0.5,21,26,-99.75088754
31,0.5,21,28,-100.9658959
31,0.6,21,14,-83.55025222
31,0.6,21,16,-87.48331202
31,0.6,21,18,-90.3827342
31,0.6,21,20,-92.63998304
31,0.6,21,22,-94.53782042
31,0.6,21,24,-96.13329965
31,0.6,21,26,-97.48583457
31,0.6,21,28,-98.81872787
31,0.7,21,14,-79.01869109
31,0.7,21,16,-83.74084039
31,0.7,21,18,-87.22909702
31,0.7,21,20,-89.78460879
31,0.7,21,22,-91.93255922
31,0.7,21,24,-93.77818937
31,0.7,21,26,-95.17503962
31,0.7,21,28,-96.56419848
31,0.8,21,14,-74.01924369
31,0.8,21,16,-79.59648977
31,0.8,21,18,-83.78232169
31,0.8,21,20,-86.86893041
31,0.8,21,22,-89.24030294
31,0.8,21,24,-91.22992166
31,0.8,21,26,-92.80898847
31,0.8,21,28,-94.32960567
31,0.9,21,14,-68.9482983
31,0.9,21,16,-75.15479783
31,0.9,21,18,-80.08008794
31,0.9,21,20,-83.77706117
31,0.9,21,22,-86.46317263
31,0.9,21,24,-88.71055416
31,0.9,21,26,-90.43109564
31,0.9,21,28,-92.10217155
31,1,21,14,-63.52683925
31,1,21,16,-70.53390361
31,1,21,18,-76.08267286
31,1,21,20,-80.45392036
31,1,21,22,-83.63136012
31,1,21,24,-86.12339526
31,1,21,26,-88.0184794
31,1,21,28,-89.8299174
35,0.3,14,14,-94.04837431
35,0.3,14,16,-97.71240695
35,0.3,14,18,-100.5725374
35,0.3,14,20,-102.8714656
35,0.3,14,22,-104.7587845
35,0.3,14,24,-106.3235461
35,0.3,14,26,-107.6737517
35,0.3,14,28,-108.8170346
35,0.4,14,14,-87.86798592
35,0.4,14,16,-92.2224516
35,0.4,14,18,-95.76167179
35,0.4,14,20,-98.58022274
35,0.4,14,22,-100.9122733
35,0.4,14,24,-102.8165111
35,0.4,14,26,-104.4754519
35,0.4,14,28,-105.7236808
35,0.5,14,14,-81.02082284
35,0.5,14,16,-86.20353286
35,0.5,14,18,-90.48503039
35,0.5,14,20,-93.98033414
35,0.5,14,22,-96.76120951
35,0.5,14,24,-99.05387645
35,0.5,14,26,-100.9400766
35,0.5,14,28,-102.6037523
35,0.6,14,14,-73.49174485
35,0.6,14,16,-79.89115032
35,0.6,14,18,-84.82278956
35,0.6,14,20,-89.03653734
35,0.6,14,22,-92.46966925
35,0.6,14,24,-95.04742479
35,0.6,14,26,-97.32885517
35,0.6,14,28,-99.30765704
35,0.7,14,14,-65.40564883
35,0.7,14,16,-73.04446702
35,0.7,14,18,-78.98117837
35,0.7,14,20,-83.66709151
35,0.7,14,22,-87.65842813
35,0.7,14,24,-90.76351798
35,0.7,14,26,-93.51953751
35,0.7,14,28,-95.74221929
35,0.8,14,14,-56.72600623
35,0.8,14,16,-65.64786766
35,0.8,14,18,-72.64398368
35,0.8,14,20,-78.10147094
35,0.8,14,22,-82.57893173
35,0.8,14,24,-86.17413273
35,0.8,14,26,-89.38124391
35,0.8,14,28,-91.99080933
35,0.9,14,14,-47.70224333
35,0.9,14,16,-58.07753287
35,0.9,14,18,-65.90463384
35,0.9,14,20,-72.29668025
35,0.9,14,22,-77.35129518
35,0.9,14,24,-81.53559915
35,0.9,14,26,-84.99759953
35,0.9,14,28,-88.07429392
35,1,14,14,-39.51212445
35,1,14,16,-50.14794295
35,1,14,18,-59.10428242
35,1,14,20,-66.12156322
35,1,14,22,-71.97567859
35,1,14,24,-76.69901645
35,1,14,26,-80.50315399
35,1,14,28,-83.88339233
35,0.3,15,14,-96.42758325
35,0.3,15,16,-99.90193828
35,0.3,15,18,-102.6392991
35,0.3,15,20,-104.7714096
35,0.3,15,22,-106.5415076
35,0.3,15,24,-108.0424458
35,0.3,15,26,-109.3127878
35,0.3,15,28,-110.4772332
35,0.4,15,14,-90.56087745
35,0.4,15,16,-94.81293492
35,0.4,15,18,-98.20934758
35,0.4,15,20,-100.9332801
35,0.4,15,22,-102.9691049
35,0.4,15,24,-104.7176453
35,0.4,15,26,-106.2191832
35,0.4,15,28,-107.5283573
35,0.5,15,14,-84.20728408
35,0.5,15,16,-89.25699583
35,0.5,15,18,-93.34324088
35,0.5,15,20,-96.63077445
35,0.5,15,22,-99.33064028
35,0.5,15,24,-101.3041199
35,0.5,15,26,-103.0587326
35,0.5,15,28,-104.658238
35,0.6,15,14,-77.32347772
35,0.6,15,16,-83.3147856
35,0.6,15,18,-88.06950917
35,0.6,15,20,-92.00163276
35,0.6,15,22,-95.17430532
35,0.6,15,24,-97.70747174
35,0.6,15,26,-99.74837309
35,0.6,15,28,-101.5026587
35,0.7,15,14,-69.8061262
35,0.7,15,16,-77.09878713
35,0.7,15,18,-82.55934217
35,0.7,15,20,-87.00099938
35,0.7,15,22,-90.74601455
35,0.7,15,24,-93.79870782
35,0.7,15,26,-96.31706363
35,0.7,15,28,-98.33394785
35,0.8,15,14,-61.84775055
35,0.8,15,16,-70.2455595
35,0.8,15,18,-76.7640464
35,0.8,15,20,-81.82597082
35,0.8,15,22,-86.07784391
35,0.8,15,24,-89.61943573
35,0.8,15,26,-92.61381
35,0.8,15,28,-94.89505646
35,0.9,15,14,-53.44230566
35,0.9,15,16,-63.14022692
35,0.9,15,18,-70.58995815
35,0.9,15,20,-76.55771292
35,0.9,15,22,-81.17440453
35,0.9,15,24,-85.17672536
35,0.9,15,26,-88.58243613
35,0.9,15,28,-91.31006508
35,1,15,14,-45.14534917
35,1,15,16,-55.83313588
35,1,15,18,-64.14583475
35,1,15,20,-70.84374809
35,1,15,22,-76.25042596
35,1,15,24,-80.63144124
35,1,15,26,-84.36603211
35,1,15,28,-87.57343671
35,0.3,16,14,-98.59750928
35,0.3,16,16,-101.8827903
35,0.3,16,18,-104.4246376
35,0.3,16,20,-106.4536192
35,0.3,16,22,-108.1470149
35,0.3,16,24,-109.5947602
35,0.3,16,26,-110.8233215
35,0.3,16,28,-111.9547168
35,0.4,16,14,-93.11024121
35,0.4,16,16,-97.16051977
35,0.4,16,18,-100.3728137
35,0.4,16,20,-102.8966107
35,0.4,16,22,-104.7982604
35,0.4,16,24,-106.4609742
35,0.4,16,26,-107.8827173
35,0.4,16,28,-109.1612922
35,0.5,16,14,-87.1134054
35,0.5,16,16,-92.01052913
35,0.5,16,18,-95.91300486
35,0.5,16,20,-98.96176347
35,0.5,16,22,-101.2936013
35,0.5,16,24,-103.2736744
35,0.5,16,26,-104.881556
35,0.5,16,28,-106.3328373
35,0.6,16,14,-80.75163665
35,0.6,16,16,-86.40125621
35,0.6,16,18,-90.98588102
35,0.6,16,20,-94.72119445
35,0.6,16,22,-97.58604342
35,0.6,16,24,-99.96274197
35,0.6,16,26,-101.8164156
35,0.6,16,28,-103.4280961
35,0.7,16,14,-73.81947012
35,0.7,16,16,-80.6173068
35,0.7,16,18,-85.85966183
35,0.7,16,20,-90.1881094
35,0.7,16,22,-93.5883499
35,0.7,16,24,-96.55397048
35,0.7,16,26,-98.7119769
35,0.7,16,28,-100.5923234
35,0.8,16,14,-66.30815189
35,0.8,16,16,-74.32617294
35,0.8,16,18,-80.38535182
35,0.8,16,20,-85.29907235
35,0.8,16,22,-89.28226469
35,0.8,16,24,-92.77242268
35,0.8,16,26,-95.32869562
35,0.8,16,28,-97.48714866
35,0.9,16,14,-58.6086317
35,0.9,16,16,-67.65582517
35,0.9,16,18,-74.73604061
35,0.9,16,20,-80.19588372
35,0.9,16,22,-84.7023296
35,0.9,16,24,-88.71489577
35,0.9,16,26,-91.67861589
35,0.9,16,28,-94.23936067
35,1,16,14,-50.62533511
35,1,16,16,-60.82099912
35,1,16,18,-68.72659453
35,1,16,20,-75.03022491
35,1,16,22,-80.01753362
35,1,16,24,-84.25475251
35,1,16,26,-87.80657088
35,1,16,28,-90.75757968
35,0.3,17,14,-100.4871846
35,0.3,17,16,-103.6178356
35,0.3,17,18,-106.0505172
35,0.3,17,20,-107.9638433
35,0.3,17,22,-109.6110674
35,0.3,17,24,-111.0240913
35,0.3,17,26,-112.2568296
35,0.3,17,28,-113.3663423
35,0.4,17,14,-95.40928593
35,0.4,17,16,-99.27169777
35,0.4,17,18,-102.2602485
35,0.4,17,20,-104.5508218
35,0.4,17,22,-106.5281377
35,0.4,17,24,-108.1659973
35,0.4,17,26,-109.470277
35,0.4,17,28,-110.6738152
35,0.5,17,14,-89.77639354
35,0.5,17,16,-94.48856312
35,0.5,17,18,-98.17442113
35,0.5,17,20,-100.9708929
35,0.5,17,22,-103.2712718
35,0.5,17,24,-105.0006613
35,0.5,17,26,-106.6144906
35,0.5,17,28,-107.9569584
35,0.6,17,14,-83.77533573
35,0.6,17,16,-89.25985642
35,0.6,17,18,-93.70471369
35,0.6,17,20,-97.07292486
35,0.6,17,22,-99.76964013
35,0.6,17,24,-101.9615369
35,0.6,17,26,-103.6912386
35,0.6,17,28,-105.217931
35,0.7,17,14,-77.39717057
35,0.7,17,16,-83.77144889
35,0.7,17,18,-88.86993687
35,0.7,17,20,-92.91437951
35,0.7,17,22,-96.1094314
35,0.7,17,24,-98.70185629
35,0.7,17,26,-100.6985545
35,0.7,17,28,-102.5068227
35,0.8,17,14,-70.39725406
35,0.8,17,16,-77.94897891
35,0.8,17,18,-83.66531593
35,0.8,17,20,-88.37932722
35,0.8,17,22,-92.16479817
35,0.8,17,24,-95.22359491
35,0.8,17,26,-97.69704856
35,0.8,17,28,-99.6343443
35,0.9,17,14,-63.12486955
35,0.9,17,16,-71.75938667
35,0.9,17,18,-78.35551369
35,0.9,17,20,-83.56645425
35,0.9,17,22,-87.98065707
35,0.9,17,24,-91.49247877
35,0.9,17,26,-94.39615641
35,0.9,17,28,-96.66633193
35,1,17,14,-55.59245556
35,1,17,16,-65.23988614
35,1,17,18,-72.8203126
35,1,17,20,-78.67735925
35,1,17,22,-83.511398
35,1,17,24,-87.513727
35,1,17,26,-90.83522845
